eventid,iyear,imonth,iday,nkill
198806130017,1988,6,13,4
198806130018,1988,6,13,0
198806140018,1988,6,14,2
198806290003,1988,6,29,0
198807100007,1988,7,10,0
198807180014,1988,7,18,2
198807180015,1988,7,18,2
198807180017,1988,7,18,5
198807180018,1988,7,18,5
198807190008,1988,7,19,7
198807240005,1988,7,24,3
198807270008,1988,7,27,20
198808010007,1988,8,1,0
198808020010,1988,8,2,2
198808170014,1988,8,17,4
198809010007,1988,9,1,16
198809120010,1988,9,12,1
198809120014,1988,9,12,0
198809130004,1988,9,13,1
198809130005,1988,9,13,1
198809190004,1988,9,19,0
198809230003,1988,9,23,25
198809250005,1988,9,25,15
198809250006,1988,9,25,11
198809270005,1988,9,27,1
198810020006,1988,10,2,6
198810030007,1988,10,3,1
198810030013,1988,10,3,0
198810030014,1988,10,3,0
198810040012,1988,10,4,3
198810040013,1988,10,4,0
198810120010,1988,10,12,0
198810130008,1988,10,13,0
198810160009,1988,10,16,0
198810180010,1988,10,18,0
198810190009,1988,10,19,0
198810190011,1988,10,19,0
198810260004,1988,10,26,1
198810260005,1988,10,26,3
198810260006,1988,10,26,1
198810260008,1988,10,26,1
198810260009,1988,10,26,0
198810280006,1988,10,28,0
198810280007,1988,10,28,3
198810290004,1988,10,29,9
198811060008,1988,11,6,12
198811060009,1988,11,6,0
198811080004,1988,11,8,1
198811080009,1988,11,8,3
198811120016,1988,11,12,0
198811120017,1988,11,12,0
198811180009,1988,11,18,5
198811180010,1988,11,18,0
198811190016,1988,11,19,0
198811230009,1988,11,23,2
198811230012,1988,11,23,0
198811240004,1988,11,24,22
198811240008,1988,11,24,1
198811240009,1988,11,24,3
198811250014,1988,11,25,2
198811270004,1988,11,27,17
198811280004,1988,11,28,0
198811280005,1988,11,28,0
198811290013,1988,11,29,4
198811290014,1988,11,29,0
198811300008,1988,11,30,0
198811300009,1988,11,30,9
198812050021,1988,12,5,0
198812150013,1988,12,15,0
198812150014,1988,12,15,0
198812150016,1988,12,15,0
198812150017,1988,12,15,0
198812180007,1988,12,18,1
198812190020,1988,12,19,0
198812190021,1988,12,19,0
198812190022,1988,12,19,0
198812200006,1988,12,20,1
198812200007,1988,12,20,0
198812210006,1988,12,21,1
198812210008,1988,12,21,2
198812210009,1988,12,21,0
198812290008,1988,12,29,1
198901030002,1989,1,3,3
198901060010,1989,1,6,0
198901060012,1989,1,6,2
198901150002,1989,1,15,1
198901170014,1989,1,17,0
198901190006,1989,1,19,0
198901190008,1989,1,19,2
198901200006,1989,1,20,10
198901250011,1989,1,25,1
198901260012,1989,1,26,0
198901260013,1989,1,26,0
198901270010,1989,1,27,0
198901290008,1989,1,29,0
198901290011,1989,1,29,0
198901300014,1989,1,30,0
198901310004,1989,1,31,0
198902010008,1989,2,1,0
198902060002,1989,2,6,1
198902100011,1989,2,10,0
198902100014,1989,2,10,0
198902150019,1989,2,15,5
198902160004,1989,2,16,1
198902160010,1989,2,16,0
198902160011,1989,2,16,3
198902160012,1989,2,16,0
198902160013,1989,2,16,0
198902160015,1989,2,16,0
198902170026,1989,2,17,3
198902180009,1989,2,18,3
198902210027,1989,2,21,3
198902210028,1989,2,21,4
198902210029,1989,2,21,10
198902220017,1989,2,22,0
198902220018,1989,2,22,0
198902220019,1989,2,22,0
198902220020,1989,2,22,0
198902220022,1989,2,22,0
198902220023,1989,2,22,0
198902220024,1989,2,22,0
198902250009,1989,2,25,0
198902280019,1989,2,28,3
198902280020,1989,2,28,0
198902280021,1989,2,28,1
198902280023,1989,2,28,0
198902280024,1989,2,28,0
198902280025,1989,2,28,0
198903070012,1989,3,7,0
198903070013,1989,3,7,0
198903070014,1989,3,7,1
198903070015,1989,3,7,0
198903070016,1989,3,7,2
198903150001,1989,3,15,1
198903150004,1989,3,15,0
198903170008,1989,3,17,0
198903170009,1989,3,17,5
198903190010,1989,3,19,1
198903190011,1989,3,19,0
198903210014,1989,3,21,1
198903230005,1989,3,23,0
198903230006,1989,3,23,4
198903230007,1989,3,23,0
198904040002,1989,4,4,1
198904040014,1989,4,4,0
198904040016,1989,4,4,1
198904040017,1989,4,4,0
198904040020,1989,4,4,0
198904040021,1989,4,4,0
198904040022,1989,4,4,0
198904040023,1989,4,4,0
198904040027,1989,4,4,0
198904050001,1989,4,5,1
198904050023,1989,4,5,0
198904050024,1989,4,5,0
198904050027,1989,4,5,0
198904120020,1989,4,12,0
198904120021,1989,4,12,1
198904120022,1989,4,12,0
198905010005,1989,5,1,1
198905100022,1989,5,10,3
198905160017,1989,5,16,3
198905220019,1989,5,22,2
198905220021,1989,5,22,0
198905220023,1989,5,22,0
198905220024,1989,5,22,0
198906090003,1989,6,9,1
198906180007,1989,6,18,1
198906210004,1989,6,21,0
198906220011,1989,6,22,0
198906220013,1989,6,22,13
198906220015,1989,6,22,3
198906230007,1989,6,23,1
198906300002,1989,6,30,1
198907020007,1989,7,2,5
198907040010,1989,7,4,2
198907100005,1989,7,10,4
198907120010,1989,7,12,4
198907150008,1989,7,15,5
198907150009,1989,7,15,0
198907220001,1989,7,22,1
198907300002,1989,7,30,1
198908020042,1989,8,2,0
198908120003,1989,8,12,2
198908120008,1989,8,12,2
198908150015,1989,8,15,0
198908160012,1989,8,16,25
198908160013,1989,8,16,30
198908160014,1989,8,16,0
198908160015,1989,8,16,0
198908220003,1989,8,22,0
198908220004,1989,8,22,5
198908220005,1989,8,22,0
198908220006,1989,8,22,0
198908230012,1989,8,23,0
198908230013,1989,8,23,2
198908240001,1989,8,24,1
198908250016,1989,8,25,1
198908250017,1989,8,25,9
198908250018,1989,8,25,0
198909010014,1989,9,1,0
198909040011,1989,9,4,0
198909040012,1989,9,4,0
198909040013,1989,9,4,0
198909040014,1989,9,4,0
198909040015,1989,9,4,2
198909050020,1989,9,5,0
198909050021,1989,9,5,1
198909050022,1989,9,5,0
198909050024,1989,9,5,2
198909050025,1989,9,5,0
198909050027,1989,9,5,4
198909050029,1989,9,5,4
198909050030,1989,9,5,2
198909070012,1989,9,7,0
198909100003,1989,9,10,4
198909100012,1989,9,10,1
198909150018,1989,9,15,2
198909150020,1989,9,15,4
198909190011,1989,9,19,0
198909270004,1989,9,27,1
198909270021,1989,9,27,3
198909270023,1989,9,27,0
198909280004,1989,9,28,1
198909280005,1989,9,28,1
198909290015,1989,9,29,0
198910020011,1989,10,2,6
198910060010,1989,10,6,2
198910120002,1989,10,12,2
198910120019,1989,10,12,1
198910190007,1989,10,19,0
198910200010,1989,10,20,0
198910200011,1989,10,20,0
198910200012,1989,10,20,0
198910200013,1989,10,20,0
198910200014,1989,10,20,0
198910200015,1989,10,20,0
198910200016,1989,10,20,0
198910200017,1989,10,20,0
198910220013,1989,10,22,0
198910220014,1989,10,22,0
198910220015,1989,10,22,0
198910300016,1989,10,30,4
198910310015,1989,10,31,0
198910310016,1989,10,31,1
198910310017,1989,10,31,0
198910310019,1989,10,31,1
198910310020,1989,10,31,0
198911020006,1989,11,2,1
198911060013,1989,11,6,3
198911080002,1989,11,8,1
198911210020,1989,11,21,0
198911260008,1989,11,26,0
198911260009,1989,11,26,0
198911280001,1989,11,28,2
198912030004,1989,12,3,6
198912180016,1989,12,18,0
198912180017,1989,12,18,0
